"OIDField","OBJECTID","DEPCODE","Country","State","County","CityName","Cases"
"66Marimar Beach",1168,66,"USA","Florida","Walton","Marimar Beach","0"
"66Paxton",545,66,"USA","Florida","Walton","Paxton","6"
"66Portland",1169,66,"USA","Florida","Walton","Portland","0"
"66Rosemary Beach",1172,66,"USA","Florida","Walton","Rosemary Beach","1"
"66Santa Rosa Beach",531,66,"USA","Florida","Walton","Santa Rosa Beach","462"
"66Seagrove Beach",1171,66,"USA","Florida","Walton","Seagrove Beach","0"
"67Caryville",540,67,"USA","Florida","Washington","Caryville","27"
"67Chipley",399,67,"USA","Florida","Washington","Chipley","700"
"67Point Washington",1167,67,"USA","Florida","Walton","Point Washington","0"
"67Vernon",532,67,"USA","Florida","Washington","Vernon","66"
"67Wausau",1095,67,"USA","Florida","Washington","Wausau","0"
"6Broadview Park",901,6,"USA","Florida","Broward","Broadview Park","0"
"6Browardale",898,6,"USA","Florida","Broward","Browardale","0"
"6City Of Sunrise",558,6,"USA","Florida","Broward","City Of Sunrise","4"
"6Coconut Creek",194,6,"USA","Florida","Broward","Coconut Creek","1236"
"6Collier Manor",878,6,"USA","Florida","Broward","Collier Manor","0"
"6Cooper City",218,6,"USA","Florida","Broward","Cooper City","503"
"6Coral Springs",197,6,"USA","Florida","Broward","Coral Springs","2792"
"6Cresthaven",877,6,"USA","Florida","Broward","Cresthaven","0"
"6Dania",559,6,"USA","Florida","Broward","Dania","439"
"6Dania Beach",215,6,"USA","Florida","Broward","Dania Beach","11"
"6Davie",217,6,"USA","Florida","Broward","Davie","2286"
"6Deerfield Beach",185,6,"USA","Florida","Broward","Deerfield Beach","1787"
"6Fern Crest Village",907,6,"USA","Florida","Broward","Fern Crest Village","0"
"6Fort Lauderdale",211,6,"USA","Florida","Broward","Fort Lauderdale","14188"
"6Golden Beach",1340,6,"USA","Florida","Broward","Golden Beach","0"
"6Golden Isles",1339,6,"USA","Florida","Broward","Golden Isles","0"
"6Hacienda Village",906,6,"USA","Florida","Broward","Hacienda Village","0"
"6Hallandale",560,6,"USA","Florida","Broward","Hallandale","1209"
"6Hallandale Beach",223,6,"USA","Florida","Broward","Hallandale Beach","31"
"6Hillsboro Beach",188,6,"USA","Florida","Broward","Hillsboro Beach","1"
"6Hollywood",219,6,"USA","Florida","Broward","Hollywood","12315"
"6Kendall Green",880,6,"USA","Florida","Broward","Kendall Green","0"
"6Lake Forest",908,6,"USA","Florida","Broward","Lake Forest","0"
"6Lakeview",875,6,"USA","Florida","Broward","Lakeview","0"
"6Laud-By-The-Sea",561,6,"USA","Florida","Broward","Laud-By-The-Sea","3"
"6Lauderdale-By-The-Sea",890,6,"USA","Florida","Broward","Lauderdale-By-The-Sea","0"
"6Lauderdale By The Sea",562,6,"USA","Florida","Broward","Lauderdale By The Sea","34"
"6Lauderdale Lakes",213,6,"USA","Florida","Broward","Lauderdale Lakes","333"
"6Lauderhill",206,6,"USA","Florida","Broward","Lauderhill","313"
"6Lazy Lake",895,6,"USA","Florida","Broward","Lazy Lake","0"
"6Lighthouse Point",192,6,"USA","Florida","Broward","Lighthouse Point","13"
"6Margate",195,6,"USA","Florida","Broward","Margate","1426"
"6Melrose Park",900,6,"USA","Florida","Broward","Melrose Park","0"
"6Miami Gardens",717,6,"USA","Florida","Broward","Miami Gardens","0"
"6Miramar",225,6,"USA","Florida","Broward","Miramar","4072"
"6North Andrews Gardens",893,6,"USA","Florida","Broward","North Andrews Gardens","0"
"6North Lauderdale",201,6,"USA","Florida","Broward","North Lauderdale","1278"
"6Oakland Park",202,6,"USA","Florida","Broward","Oakland Park","1007"
"6Parkland",189,6,"USA","Florida","Broward","Parkland","373"
"6Pembroke Park",221,6,"USA","Florida","Broward","Pembroke Park","5"
"6Pembroke Pines",222,6,"USA","Florida","Broward","Pembroke Pines","876"
"6Pine Island Ridge",904,6,"USA","Florida","Broward","Pine Island Ridge","0"
"6Plantation",209,6,"USA","Florida","Broward","Plantation","1734"
"6Pompano Beach",196,6,"USA","Florida","Broward","Pompano Beach","7500"
"6Pompano Beach Highlands",882,6,"USA","Florida","Broward","Pompano Beach Highlands","0"
"6Pompano Park",891,6,"USA","Florida","Broward","Pompano Park","0"
"6Riverland",902,6,"USA","Florida","Broward","Riverland","0"
"6Sea Ranch Lakes",889,6,"USA","Florida","Broward","Sea Ranch Lakes","0"
"6Southwest Ranches",220,6,"USA","Florida","Broward","Southwest Ranches","162"
"6Sunrise",204,6,"USA","Florida","Broward","Sunrise","2255"
"6Tamarac",199,6,"USA","Florida","Broward","Tamarac","1771"
"6Washington Park",897,6,"USA","Florida","Broward","Washington Park","0"
"6West Hollywood",497,6,"USA","Florida","Broward","West Hollywood","1"
"6West Park",563,6,"USA","Florida","Broward","West Park","13"
"6Weston",604,6,"USA","Florida","Broward","Weston","1344"
"6Weston",216,6,"USA","Florida","Broward","Weston","1344"
"6Wilton Manors",203,6,"USA","Florida","Broward","Wilton Manors","265"
"7Altha",415,7,"USA","Florida","Calhoun","Altha","70"
"7Blountstown",424,7,"USA","Florida","Calhoun","Blountstown","327"
"7Carr",1176,7,"USA","Florida","Calhoun","Carr","0"
"7Chipola Park",1180,7,"USA","Florida","Calhoun","Chipola Park","0"
"7Clarksville",564,7,"USA","Florida","Calhoun","Clarksville","20"
"7Frink",1118,7,"USA","Florida","Calhoun","Frink","0"
"7Kinard",522,7,"USA","Florida","Calhoun","Kinard","9"
"7Leonards",1177,7,"USA","Florida","Calhoun","Leonards","0"
"7Mcneal",1178,7,"USA","Florida","Calhoun","Mcneal","0"
"7Scotts Ferry",1179,7,"USA","Florida","Calhoun","Scotts Ferry","0"
"8Cape Haze",565,8,"USA","Florida","Charlotte","Cape Haze","1"
"8Charlotte Beach",849,8,"USA","Florida","Charlotte","Charlotte Beach","0"
"8Charlotte Harbor",1035,8,"USA","Florida","Charlotte","Charlotte Harbor","0"
"8Charlotte Park",850,8,"USA","Florida","Charlotte","Charlotte Park","0"
"8Cleveland",1032,8,"USA","Florida","Charlotte","Cleveland","0"
"8El Jobean",568,8,"USA","Florida","Charlotte","El Jobean","2"
"8Englewood",566,8,"USA","Florida","Charlotte","Englewood","127"
"8Grove City",857,8,"USA","Florida","Charlotte","Grove City","0"
"8Harbour Heights",1031,8,"USA","Florida","Charlotte","Harbour Heights","0"
"8Manasota Key",855,8,"USA","Florida","Charlotte","Manasota Key","0"
"8Murdock",511,8,"USA","Florida","Charlotte","Murdock","5"
"8North Fort Myers",567,8,"USA","Florida","Charlotte","North Fort Myers","1"
"8Placida",180,8,"USA","Florida","Charlotte","Placida","18"
"8Port Charlotte",363,8,"USA","Florida","Charlotte","Port Charlotte","1135"
"8Punta Gorda",367,8,"USA","Florida","Charlotte","Punta Gorda","895"
"8Rotonda",861,8,"USA","Florida","Charlotte","Rotonda","0"
"8Rotonda West",1181,8,"USA","Florida","Charlotte","Rotonda West","0"
"8Solana",1034,8,"USA","Florida","Charlotte","Solana","0"
"8South Punta Gorda Heights",859,8,"USA","Florida","Charlotte","South Punta Gorda Heights","0"
"9Beverly Hills",73,9,"USA","Florida","Citrus","Beverly Hills","129"
"9Chassahowitzka",787,9,"USA","Florida","Citrus","Chassahowitzka","0"
"9Citronelle",1183,9,"USA","Florida","Citrus","Citronelle","0"
"9Citrus Hills",1184,9,"USA","Florida","Cirtus","Citrus Hills","0"
"9Citrus Springs",55,9,"USA","Florida","Citrus","Citrus Springs","38"
"9Crystal River",70,9,"USA","Florida","Citrus","Crystal River","230"
"9Dunnellon",569,9,"USA","Florida","Citrus","Dunnellon","96"
"9Felicia",772,9,"USA","Florida","Citrus","Felicia","0"
"9Floral City",89,9,"USA","Florida","Citrus","Floral City","56"
"9Hernando",60,9,"USA","Florida","Citrus","Hernando","98"
"9Holder",475,9,"USA","Florida","Citrus","Holder","2"
"9Homosassa",92,9,"USA","Florida","Citrus","Homosassa","206"
"9Homosassa Springs",97,9,"USA","Florida","Citrus","Homosassa Springs","8"
"9Inverness",74,9,"USA","Florida","Citrus","Inverness","401"
"9Lecanto",76,9,"USA","Florida","Citrus","Lecanto","160"
"9Pine Ridge",570,9,"USA","Florida","Cirtus","Pine Ridge","1"
"9Pineola",784,9,"USA","Florida","Citrus","Pineola","0"
"9Red Level",1182,9,"USA","Florida","Citrus","Red Level","0"
"9Sugarmill Woods",783,9,"USA","Florida","Citrus","Sugarmill Woods","0"
