"OIDField","OBJECTID","DEPCODE","Country","State","County","CityName","Cases"
"38Fanning Springs",712,38,"USA","Florida","Levy","Fanning Springs","0"
"38Gulf Hammock",764,38,"USA","Florida","Levy","Gulf Hammock","4"
"38Inglis",474,38,"USA","Florida","Levy","Inglis","15"
"38Lebanon",1316,38,"USA","Florida","Levy","Lebanon","0"
"38Montbrook",740,38,"USA","Florida","Levy","Montbrook","0"
"38Morriston",25,38,"USA","Florida","Levy","Morriston","39"
"38Otter Creek",941,38,"USA","Florida","Levy","Otter Creek","0"
"38Raleigh",730,38,"USA","Florida","Levy","Raleigh","0"
"38Tidewater",1317,38,"USA","Florida","Levy","Tidewater","0"
"38Usher",739,38,"USA","Florida","Levy","Usher","0"
"38Williston",15,38,"USA","Florida","Levy","Williston","231"
"38Yankeetown",51,38,"USA","Florida","Levy","Yankeetown","4"
"39Bristol",425,39,"USA","Florida","Liberty","Bristol","336"
"39Hosford",427,39,"USA","Florida","Liberty","Hosford","34"
"39Orange",1130,39,"USA","Florida","Liberty","Orange","0"
"39Sumatra",1160,39,"USA","Florida","Liberty","Sumatra","0"
"39Telogia",520,39,"USA","Florida","Liberty","Telogia","3"
"39Vilas",1127,39,"USA","Florida","Liberty","Vilas","0"
"39Wilma",1143,39,"USA","Florida","Liberty","Wilma","0"
"3Bayou George",524,3,"USA","Florida","Bay","Bayou George","2"
"3Callaway",460,3,"USA","Florida","Bay","Callaway","18"
"3Cedar Grove",1155,3,"USA","Florida","Bay","Cedar Grove","0"
"3Econfina",1119,3,"USA","Florida","Bay","Econfina","0"
"3Fountain",428,3,"USA","Florida","Bay","Fountain","46"
"3Hiland Park",1150,3,"USA","Florida","Bay","Hiland Park","0"
"3Lynn Haven",452,3,"USA","Florida","Bay","Lynn Haven","715"
"3Mexico Beach",468,3,"USA","Florida","Bay","Mexico Beach","11"
"3Panama City",551,3,"USA","Florida","Bay","Panama City","2907"
"3Panama City Beach",527,3,"USA","Florida","Bay","Panama City Beach","585"
"3Parker",463,3,"USA","Florida","Bay","Parker","4"
"3Resota Beach",1135,3,"USA","Florida","Bay","Resota Beach","0"
"3Southport",447,3,"USA","Florida","Bay","Southport","65"
"3Springfield",1156,3,"USA","Florida","Bay","Springfield","0"
"3Tyndall Air Force Base",552,3,"USA","Florida","Bay","Tyndall Air Force Base","9"
"3Watersound",553,3,"USA","Florida","Bay","Watersound","1"
"3Youngstown",435,3,"USA","Florida","Bay","Youngstown","79"
"40Greenville",403,40,"USA","Florida","Madison","Greenville","60"
"40Hanson",1054,40,"USA","Florida","Madison","Hanson","0"
"40Lee",401,40,"USA","Florida","Madison","Lee","46"
"40Lovett",1050,40,"USA","Florida","Madison","Lovett","0"
"40Madison",398,40,"USA","Florida","Madison","Madison","424"
"40Pinetta",384,40,"USA","Florida","Madison","Pinetta","16"
"40Sirmans",1091,40,"USA","Florida","Madison","Sirmans","0"
"41Anna Maria",320,41,"USA","Florida","Manatee","Anna Maria","3"
"41Bayshore Gardens",326,41,"USA","Florida","Manatee","Bayshore Gardens","3"
"41Braden River",647,41,"USA","Florida","Manatee","Braden River","3"
"41Bradenton",319,41,"USA","Florida","Manatee","Bradenton","6459"
"41Bradenton Beach",323,41,"USA","Florida","Manatee","Bradenton Beach","24"
"41Cortez",509,41,"USA","Florida","Manatee","Cortez","3"
"41Duette",505,41,"USA","Florida","Manatee","Duette","3"
"41Eastgate",1416,41,"USA","Florida","Manatee","Eastgate","0"
"41Ellenton",314,41,"USA","Florida","Manatee","Ellenton","246"
"41Foxleigh",1419,41,"USA","Florida","Manatee","Foxleigh","0"
"41Holmes Beach",321,41,"USA","Florida","Manatee","Holmes Beach","15"
"41Lakewood Ranch",646,41,"USA","Florida","Manatee","Lakewood Ranch","51"
"41Longboat Key",648,41,"USA","Florida","Manatee","Longboat Key","21"
"41Lorraine",1415,41,"USA","Florida","Manatee","Lorraine","0"
"41Memphis",989,41,"USA","Florida","Manatee","Memphis","0"
"41Myakka City",327,41,"USA","Florida","Manatee","Myakka City","137"
"41Oneco",645,41,"USA","Florida","Manatee","Oneco","4"
"41Palma Sola",652,41,"USA","Florida","Manatee","Palma Sola","6"
"41Palmetto",315,41,"USA","Florida","Manatee","Palmetto","1374"
"41Parmalee",999,41,"USA","Florida","Manatee","Parmalee","0"
"41Parrish",309,41,"USA","Florida","Manatee","Parrish","413"
"41Piney Point",984,41,"USA","Florida","Manatee","Piney Point","0"
"41Rubonia",312,41,"USA","Florida","Manatee","Rubonia","5"
"41Samoset",508,41,"USA","Florida","Manatee","Samoset","2"
"41Sarasota",649,41,"USA","Florida","Manatee","Sarasota","499"
"41South Bradenton",995,41,"USA","Florida","Manatee","South Bradenton","0"
"41Tallevast",328,41,"USA","Florida","Manatee","Tallevast","4"
"41Terra Ceia",650,41,"USA","Florida","Manatee","Terra Ceia","12"
"41University of South Florida",1418,41,"USA","Florida","Manatee","University of South Florida","0"
"41University Park",651,41,"USA","Florida","Manatee","University Park","3"
"41Verna",997,41,"USA","Florida","Manatee","Verna","0"
"41West Bradenton",322,41,"USA","Florida","Manatee","West Bradenton","2"
"41West Samoset",996,41,"USA","Florida","Manatee","West Samoset","0"
"41Whitfield",1001,41,"USA","Florida","Manatee","Whitfield","0"
"42Altoona",1437,42,"USA","","Marion","Altoona","0"
"42Anthony",18,42,"USA","Florida","Marion","Anthony","37"
"42Bay Lake",1422,42,"USA","","Marion","Bay Lake","0"
"42Belleview",33,42,"USA","Florida","Marion","Belleview","233"
"42Candler",473,42,"USA","Florida","Marion","Candler","3"
"42Citra",7,42,"USA","Florida","Marion","Citra","138"
"42Dallas",760,42,"USA","Florida","Marion","Dallas","0"
"42Dunnellon",43,42,"USA","Florida","Marion","Dunnellon","204"
"42Early Bird",1427,42,"USA","","Marion","Early Bird","0"
"42Eastlake Weir",756,42,"USA","Florida","Marion","Eastlake Weir","0"
"42Electra",1435,42,"USA","","Marion","Electra","0"
"42Eureka",729,42,"USA","Florida","Marion","Eureka","0"
"42Fellowship",1428,42,"USA","","Marion","Fellowship","0"
"42Flemington",1439,42,"USA","","Marion","Flemington","0"
"42Fort Mccoy",653,42,"USA","","Marion","Fort Mccoy","19"
"42Hog Valley",1431,42,"USA","","Marion","Hog Valley","0"
"42Hoyt",1426,42,"USA","","Marion","Hoyt","0"
"42Irvine",1430,42,"USA","","Marion","Irvine","0"
"42Kendrick",744,42,"USA","Florida","Marion","Kendrick","0"
"42Kerr City",1421,42,"USA","","Marion","Kerr City","0"
"42Leroy",1425,42,"USA","","Marion","Leroy","0"
"42Lowell",17,42,"USA","Florida","Marion","Lowell","5"
"42Lynne",746,42,"USA","Florida","Marion","Lynne","0"
"42Marion Oaks",1315,42,"USA","Florida","Marion","Marion Oaks","0"
"42Martin",1429,42,"USA","","Marion","Martin","0"
"42Mcintosh",727,42,"USA","Florida","Marion","Mcintosh","2"
"42Moss Bluff",1434,42,"USA","","Marion","Moss Bluff","0"
"42Motague",1436,42,"USA","","Marion","Motague","0"
"42Ocala",26,42,"USA","Florida","Marion","Ocala","5402"
"42Ocklawaha",654,42,"USA","","Marion","Ocklawaha","67"
"42Orange Lake",467,42,"USA","Florida","Marion","Orange Lake","8"
"42Orange Springs",1432,42,"USA","","Marion","Orange Springs","1"
"42Point Pleasent",1420,42,"USA","","Marion","Point Pleasent","0"
"42Rainbow Falls",1423,42,"USA","","Marion","Rainbow Falls","0"
"42Reddick",12,42,"USA","Florida","Marion","Reddick","78"
"42Rocksprings",1424,42,"USA","","Marion","Rocksprings","0"
"42Romeo",749,42,"USA","Florida","Marion","Romeo","0"
"42Salt Springs",731,42,"USA","Florida","Marion","Salt Springs","1"
"42Santos",754,42,"USA","Florida","Marion","Santos","0"
"42Shady",755,42,"USA","Florida","Marion","Shady","0"
"42Silver Springs",29,42,"USA","Florida","Marion","Silver Springs","80"
"42Silver Springs Shores",759,42,"USA","Florida","Marion","Silver Springs Shores","0"
"42Silver Springs Shores",1433,42,"USA","","Marion","Silver Springs Shores","0"
"42Sparr",733,42,"USA","Florida","Marion","Sparr","5"
"42Starkes Ferry",1438,42,"USA","","Marion","Starkes Ferry","0"
"42Summerfield",38,42,"USA","Florida","Marion","Summerfield","271"
"42Weirsdale",39,42,"USA","Florida","Marion","Weirsdale","36"
"43Bluefield",1442,43,"USA","","Martin","Bluefield","0"
"43Gomez",988,43,"USA","Florida","Martin","Gomez","0"
"43Hobe Sound",316,43,"USA","Florida","Martin","Hobe Sound","299"
"43Indiantown",325,43,"USA","Florida","Martin","Indiantown","927"
"43Jensen Beach",304,43,"USA","Florida","Martin","Jensen Beach","196"
"43Jupiter",1443,43,"USA","","Martin","Jupiter","22"
"43Jupiter Island",991,43,"USA","Florida","Martin","Jupiter Island","0"
"43Marcy",1440,43,"USA","","Martin","Marcy","0"
"43North River Shores",983,43,"USA","Florida","Martin","North River Shores","0"
"43Ocean Breeze Park",979,43,"USA","Florida","Martin","Ocean Breeze Park","0"
"43Okeechobee",655,43,"USA","","Martin","Okeechobee","1"
"43Palm City",311,43,"USA","Florida","Martin","Palm City","394"
"43Port Mayaca",1005,43,"USA","Florida","Martin","Port Mayaca","0"
"43Port Salerno",507,43,"USA","Florida","Martin","Port Salerno","3"
"43Port Sewall",986,43,"USA","Florida","Martin","Port Sewall","0"
"43Sewalls Point",506,43,"USA","Florida","Martin","Sewalls Point","4"
"43Stuart",308,43,"USA","Florida","Martin","Stuart","1857"
"43Tequesta",1444,43,"USA","","Martin","Tequesta","0"
"43Zana",1441,43,"USA","","Martin","Zana","0"
"44Bay Point",1449,44,"USA","","Monroe","Bay Point","0"
"44Big Coppitt Key",933,44,"USA","Florida","Monroe","Big Coppitt Key","0"
"44Big Pine Key",259,44,"USA","Florida","Monroe","Big Pine Key","26"
"44Boot Key",1448,44,"USA","","Monroe","Boot Key","0"
"44Chatham",1452,44,"USA","","Monroe","Chatham","0"
"44Conch Key",1445,44,"USA","","Monroe","Conch Key","0"
"44Crawl Key",1446,44,"USA","","Monroe","Crawl Key","0"
"44Cudjoe Key",260,44,"USA","Florida","Monroe","Cudjoe Key","4"
"44Duck Key",657,44,"USA","","Monroe","Duck Key","1"
"44Fiesta Key",1453,44,"USA","","Monroe","Fiesta Key","0"
"44Flamingo",771,44,"USA","Florida","Monroe","Flamingo","0"
"44Grassy Key",1447,44,"USA","","Monroe","Grassy Key","0"
"44Grayvik",1451,44,"USA","","Monroe","Grayvik","0"
"44Islamorada",255,44,"USA","Florida","Monroe","Islamorada","54"
"44Key Colony Beach",257,44,"USA","Florida","Monroe","Key Colony Beach","8"
"44Key Largo",253,44,"USA","Florida","Monroe","Key Largo","204"
"44Key West",262,44,"USA","Florida","Monroe","Key West","727"
"44Layton",500,44,"USA","Florida","Monroe","Layton","1"
"44Long Key",656,44,"USA","","Monroe","Long Key","5"
"44Marathon",256,44,"USA","Florida","Monroe","Marathon","166"
"44Marathon Shores",932,44,"USA","Florida","Monroe","Marathon Shores","1"
"44Naval Air Station Key West",1450,44,"USA","","Monroe","Naval Air Station Key West","0"
"44North Key Largo",931,44,"USA","Florida","Monroe","North Key Largo","0"
"44Perky",1454,44,"USA","","Monroe","Perky","0"
"44Plantation Key",930,44,"USA","Florida","Monroe","Plantation Key","0"
"44Ramrod Key",658,44,"USA","","Monroe","Ramrod Key","2"
"44Stock Island",261,44,"USA","Florida","Monroe","Stock Island","41"
"44Sugarloaf",659,44,"USA","","Monroe","Sugarloaf","2"
"44Sugarloaf Shores",1455,44,"USA","","Monroe","Sugarloaf Shores","0"
"44Summerland Key",258,44,"USA","Florida","Monroe","Summerland Key","34"
"44Tavernier",254,44,"USA","Florida","Monroe","Tavernier","120"
"45Amelia City",1043,45,"USA","Florida","Nassau","Amelia City","1"
"45American Beach",1047,45,"USA","Florida","Nassau","American Beach","0"
"45Andrews",1462,45,"USA","Florida","Nassau","Andrews","0"
"45Becker",1041,45,"USA","Florida","Nassau","Becker","0"
"45Boulogne",1040,45,"USA","Florida","Nassau","Boulogne","0"
"45Bryceville",381,45,"USA","Florida","Nassau","Bryceville","33"
"45Callahan",375,45,"USA","Florida","Nassau","Callahan","196"
"45Chester",1456,45,"USA","Florida","Nassau","Chester","0"
"45Dyal",1461,45,"USA","Florida","Nassau","Dyal","0"
"45Evergreen",1459,45,"USA","Florida","Nassau","Evergreen","0"
"45Fernandina",660,45,"USA","Florida","Nassau","Fernandina","1"
"45Fernandina Beach",374,45,"USA","Florida","Nassau","Fernandina Beach","460"
"45Hedges",1457,45,"USA","Florida","Nassau","Hedges","0"
"45Hilliard",372,45,"USA","Florida","Nassau","Hilliard","134"
"45Italia",1044,45,"USA","Florida","Nassau","Italia","0"
"45Keene",1464,45,"USA","Florida","Nassau","Keene","0"
"45Kent",1463,45,"USA","Florida","Nassau","Kent","0"
"45Kings Ferry",1460,45,"USA","Florida","Nassau","Kings Ferry","0"
"45Oneil",1458,45,"USA","Florida","Nassau","Oneil","0"
"45Ratliff",1045,45,"USA","Florida","Nassau","Ratliff","0"
"45Yulee",373,45,"USA","Florida","Nassau","Yulee","259"
"46Baker",661,46,"USA","","Okaloosa","Baker","73"
"46Beaver Creek",1476,46,"USA","","Okaloosa","Beaver Creek","0"
"46Cannon Town",1477,46,"USA","","Okaloosa","Cannon Town","0"
"46Cinco Bayou",1474,46,"USA","","Okaloosa","Cinco Bayou","0"
"46Crestview",533,46,"USA","Florida","Okaloosa","Crestview","719"
"46Destin",530,46,"USA","Florida","Okaloosa","Destin","498"
"46Dorcas",1466,46,"USA","","Okaloosa","Dorcas","0"
"46El Matador Beach",1479,46,"USA","","Okaloosa","El Matador Beach","0"
"46Elgin Air Force Base",1470,46,"USA","Florida","Okaloosa","Elgin Air Force Base","0"
"46Fort Walton Beach",529,46,"USA","Florida","Okaloosa","Fort Walton Beach","1294"
"46Galliver",1465,46,"USA","","Okaloosa","Galliver","0"
"46Garden City",1467,46,"USA","","Okaloosa","Garden City","0"
"46Garnier",1472,46,"USA","","Okaloosa","Garnier","0"
"46Holt",662,46,"USA","","Okaloosa","Holt","23"
"46Hurlburt Field",663,46,"USA","","Okaloosa","Hurlburt Field","1"
"46Laurel Hill",667,46,"USA","","Okaloosa","Laurel Hill","33"
"46Longwood",1473,46,"USA","","Okaloosa","Longwood","0"
"46Mary Esther",665,46,"USA","","Okaloosa","Mary Esther","201"
"46Milligan",668,46,"USA","","Okaloosa","Milligan","2"
"46Niceville",542,46,"USA","Florida","Okaloosa","Niceville","399"
"46Nubbin Ridge",1468,46,"USA","","Okaloosa","Nubbin Ridge","0"
"46Ocean City",1481,46,"USA","","Okaloosa","Ocean City","0"
"46Okaloo",1478,46,"USA","","Okaloosa","Okaloo","0"
"46Seminole",1170,46,"USA","Florida","Okaloosa","Seminole","0"
"46Shalimar",664,46,"","","Okaloosa","Shalimar","186"
"46Silver Springs",1469,46,"","","Okaloosa","Silver Springs","0"
"46Valparaiso",666,46,"","","Okaloosa","Valparaiso","34"
"46Villa Tasso",1475,46,"","","Okaloosa","Villa Tasso","0"
"46Wright",1480,46,"","","Okaloosa","Wright","0"
"46Wynnehaven Beach",1471,46,"","","Okaloosa","Wynnehaven Beach","0"
"47Basinger",978,47,"USA","Florida","Okeechobee","Basinger","2"
"47Cypress Quarters",987,47,"USA","Florida","Okeechobee","Cypress Quarters","0"
"47Fort Drum",969,47,"USA","Florida","Okeechobee","Fort Drum","0"
"47Mildred",1482,47,"USA","Florida","Okeechobee","Mildred","0"
"47Okeechobee",313,47,"USA","Florida","Okeechobee","Okeechobee","1019"
"47Taylor Creek",990,47,"USA","Florida","Okeechobee","Taylor Creek","0"
"48Alafaya",670,48,"USA","Florida","Orange","Alafaya","18"
"48Alamaonte Springs",1488,48,"USA","Florida","Orange","Alamaonte Springs","0"
"48Aloma",671,48,"USA","Florida","Orange","Aloma","7"
"48Apopka",77,48,"USA","Florida","Orange","Apopka","2022"
"48Azalea Park",90,48,"USA","Florida","Orange","Azalea Park","6"
"48Bay Hill",803,48,"USA","Florida","Orange","Bay Hill","0"
"48Bay Lake",484,48,"USA","Florida","Orange","Bay Lake","1"
"48Bay Ridge",1494,48,"USA","Florida","Orange","Bay Ridge","0"
"48Belle Isle",114,48,"USA","Florida","Orange","Belle Isle","61"
"48Bithlo",778,48,"USA","Florida","Orange","Bithlo","0"
"48Celebration",672,48,"USA","Florida","Orange","Celebration","4"
"48Christmas",669,48,"USA","Florida","Orange","Christmas","37"
"48Clarcona",481,48,"USA","Florida","Orange","Clarcona","2"
"48Conway",785,48,"USA","Florida","Orange","Conway","0"
"48Crown Point",1491,48,"USA","","Orange","Crown Point","0"
"48Disney",1490,48,"USA","","Orange","Disney","0"
"48Doctor Phillips",796,48,"USA","Florida","Orange","Doctor Phillips","0"
"48Eatonville",85,48,"USA","Florida","Orange","Eatonville","5"
"48Edgewood",105,48,"USA","Florida","Orange","Edgewood","24"
"48Fairview Shores",781,48,"USA","Florida","Orange","Fairview Shores","0"
"48Forest City",673,48,"USA","Florida","Orange","Forest City","3"
"48Goldenrod",1484,48,"USA","Florida","Orange","Goldenrod","0"
"48Gotha",674,48,"USA","","Orange","Gotha","81"
"48Hiawassee",676,48,"USA","","Orange","Hiawassee","10"
"48Holden Heights",790,48,"USA","Florida","Orange","Holden Heights","0"
"48Hunters Creek",1489,48,"USA","","Orange","Hunters Creek","0"
"48Kissimmee",675,48,"USA","","Orange","Kissimmee","18"
"48Lake Buena Vista",802,48,"USA","Florida","Orange","Lake Buena Vista","0"
"48Lockhart",480,48,"USA","Florida","Orange","Lockhart","5"
"48Maitland",81,48,"USA","Florida","Orange","Maitland","522"
"48Meadow Wood",801,48,"USA","Florida","Orange","Meadow Wood","0"
"48Morningside Park",1492,48,"USA","","Orange","Morningside Park","0"
"48Mount Dora",677,48,"USA","","Orange","Mount Dora","1"
"48Oak Ridge",794,48,"USA","Florida","Orange","Oak Ridge","0"
"48Oakland",99,48,"USA","Florida","Orange","Oakland","60"
"48Ocoee",95,48,"USA","Florida","Orange","Ocoee","1117"
"48Orlando",93,48,"USA","Florida","Orange","Orlando","24369"
"48Orlovista",782,48,"USA","Florida","Orange","Orlovista","0"
"48Pine Castle",110,48,"USA","Florida","Orange","Pine Castle","3"
"48Pine Hills",103,48,"USA","Florida","Orange","Pine Hills","3"
"48Plymouth",75,48,"USA","Florida","Orange","Plymouth","4"
"48Riverside Acres",1487,48,"USA","Florida","Orange","Riverside Acres","0"
"48Rosemont",1486,48,"USA","Florida","Orange","Rosemont","0"
"48Sand Lake",679,48,"USA","","Orange","Sand Lake","3"
"48Sky Lake",791,48,"USA","Florida","Orange","Sky Lake","0"
"48South Apopka",777,48,"USA","Florida","Orange","South Apopka","0"
"48Taft",793,48,"USA","Florida","Orange","Taft","0"
"48Tangelo Park",792,48,"USA","Florida","Orange","Tangelo Park","0"
"48Tangerine",678,48,"USA","","Orange","Tangerine","7"
"48Union Park",87,48,"USA","Florida","Orange","Union Park","2"
"48University of Central Florida",1483,48,"USA","Florida","Orange","University of Central Florida","0"
"48Vineland",1493,48,"USA","","Orange","Vineland","0"
"48Wedgefield",1485,48,"USA","Florida","Orange","Wedgefield","0"
"48Williamsburg",797,48,"USA","Florida","Orange","Williamsburg","0"
"48Windermere",112,48,"USA","Florida","Orange","Windermere","735"
"48Winter Garden",100,48,"USA","Florida","Orange","Winter Garden","1211"
"48Winter Park",86,48,"USA","Florida","Orange","Winter Park","1173"
"48Zellwood",67,48,"USA","Florida","Orange","Zellwood","67"
"49Buena Ventura Lakes",487,49,"USA","Florida","Osceola","Buena Ventura Lakes","7"
"49Campbell",815,49,"USA","Florida","Osceola","Campbell","0"
"49Celebration",550,49,"USA","Florida","Osceola","Celebration","37"
"49Champions Gate",1495,49,"USA","Florida","Osceola","Champions Gate","1"
"49Deer Park",823,49,"USA","Florida","Osceola","Deer Park","0"
"49Harmony",680,49,"USA","Florida","Osceola","Harmony","12"
"49Holopaw",821,49,"USA","Florida","Osceola","Holopaw","0"
"49Intercession City",124,49,"USA","Florida","Osceola","Intercession City","11"
"49Kenansville",151,49,"USA","Florida","Osceola","Kenansville","7"
"49Kindred",681,49,"USA","Florida","Osceola","Kindred","19"
"49Kissimmee",120,49,"USA","Florida","Osceola","Kissimmee","7957"
"49Narcoossee",807,49,"USA","Florida","Osceola","Narcoossee","0"
"49Poinciana",134,49,"USA","Florida","Osceola","Poinciana","5"
"49Reunion",682,49,"USA","Florida","Osceola","Reunion","8"
"49Saint Cloud",121,49,"USA","Florida","Osceola","Saint Cloud","1617"
"4Brooker",432,4,"USA","Florida","Bradford","Brooker","18"
"4Hampton",430,4,"USA","Florida","Bradford","Hampton","10"
"4Lawtey",417,4,"USA","Florida","Bradford","Lawtey","50"
"4New River",1105,4,"USA","Florida","Bradford","New River","0"
"4Sampson",1113,4,"USA","Florida","Bradford","Sampson","0"
"4Starke",426,4,"USA","Florida","Bradford","Starke","425"
"4Theressa",1121,4,"USA","Florida","Bradford","Theressa","0"
"50Aberdeen",1036,50,"USA","Florida","Palm Beach","Aberdeen","0"
"50Atlantis",362,50,"USA","Florida","Palm Beach","Atlantis","46"
"50Belle Glade",368,50,"USA","Florida","Palm Beach","Belle Glade","850"
"50Belle Glade Camp",1037,50,"USA","Florida","Palm Beach","Belle Glade Camp","0"
"50Boca Del Mar",873,50,"USA","Florida","Palm Beach","Boca Del Mar","0"
"50Boca Pointe",876,50,"USA","Florida","Palm Beach","Boca Pointe","0"
"50Boca Raton",181,50,"USA","Florida","Palm Beach","Boca Raton","5165"
"50Boca West",867,50,"USA","Florida","Palm Beach","Boca West","0"
"50Boynton Beach",371,50,"USA","Florida","Palm Beach","Boynton Beach","3357"
"50Briny Breezes",851,50,"USA","Florida","Palm Beach","Briny Breezes","0"
"50Canal Point",344,50,"USA","Florida","Palm Beach","Canal Point","28"
"50Century Village",1023,50,"USA","Florida","Palm Beach","Century Village","0"
"50Cloud Lake",351,50,"USA","Florida","Palm Beach","Cloud Lake","5"
"50Country Club Trail",1042,50,"USA","Florida","Palm Beach","Country Club Trail","0"
"50Cypress Lakes",1022,50,"USA","Florida","Palm Beach","Cypress Lakes","0"
"50Delray Beach",178,50,"USA","Florida","Palm Beach","Delray Beach","2573"
"50Delray Shores",1497,50,"USA","Florida","Palm Beach","Delray Shores","0"
"50Glen Ridge",1026,50,"USA","Florida","Palm Beach","Glen Ridge","0"
"50Golden Lakes",1025,50,"USA","Florida","Palm Beach","Golden Lakes","0"
"50Golf",853,50,"USA","Florida","Palm Beach","Golf","0"
"50Golfview",1024,50,"USA","Florida","Palm Beach","Golfview","0"
"50Greenacres",359,50,"USA","Florida","Palm Beach","Greenacres","48"
"50Gulf Stream",496,50,"USA","Florida","Palm Beach","Gulf Stream","4"
"50Hamptons At Boca Raton",868,50,"USA","Florida","Palm Beach","Hamptons At Boca Raton","0"
"50Haverhill",349,50,"USA","Florida","Palm Beach","Haverhill","23"
"50High Point",860,50,"USA","Florida","Palm Beach","High Point","0"
"50Highland Beach",866,50,"USA","Florida","Palm Beach","Highland Beach","9"
"50Hypoluxo",365,50,"USA","Florida","Palm Beach","Hypoluxo","27"
"50Juno Beach",334,50,"USA","Florida","Palm Beach","Juno Beach","36"
"50Jupiter",597,50,"USA","Florida","Palm Beach","Jupiter","1725"
"50Jupiter",330,50,"USA","Florida","Palm Beach","Jupiter","1725"
"50Jupiter Inlet Beach Colony",1002,50,"USA","Florida","Palm Beach","Jupiter Inlet Beach Colony","0"
"50Kings Point",862,50,"USA","Florida","Palm Beach","Kings Point","0"
"50Kingsland",1496,50,"USA","Florida","Palm Beach","Kingsland","0"
"50Lake Clarke Shores",1027,50,"USA","Florida","Palm Beach","Lake Clarke Shores","0"
"50Lake Harbor",512,50,"USA","Florida","Palm Beach","Lake Harbor","2"
"50Lake Park",338,50,"USA","Florida","Palm Beach","Lake Park","129"
"50Lake Worth",357,50,"USA","Florida","Palm Beach","Lake Worth","5222"
"50Lake Worth Beach",683,50,"USA","Florida","Palm Beach","Lake Worth Beach","1451"
"50Lakeside Green",1021,50,"USA","Florida","Palm Beach","Lakeside Green","0"
"50Lantana",360,50,"USA","Florida","Palm Beach","Lantana","396"
"50Limestone Creek",1285,50,"USA","Florida","Palm Beach","Limestone Creek","0"
"50Loxahatchee",353,50,"USA","Florida","Palm Beach","Loxahatchee","586"
"50Loxahatchee Groves",684,50,"USA","Florida","Palm Beach","Loxahatchee Groves","2"
"50Manalapan",364,50,"USA","Florida","Palm Beach","Manalapan","2"
"50Mangonia Park",340,50,"USA","Florida","Palm Beach","Mangonia Park","33"
"50Mission Bay",872,50,"USA","Florida","Palm Beach","Mission Bay","0"
"50North Palm Beach",336,50,"USA","Florida","Palm Beach","North Palm Beach","292"
"50Ocean Ridge",369,50,"USA","Florida","Palm Beach","Ocean Ridge","10"
"50Okeelanta",856,50,"USA","Florida","Palm Beach","Okeelanta","0"
"50Pahokee",348,50,"USA","Florida","Palm Beach","Pahokee","415"
"50Palm Beach",345,50,"USA","Florida","Palm Beach","Palm Beach","105"
"50Palm Beach Gardens",339,50,"USA","Florida","Palm Beach","Palm Beach Gardens","1228"
"50Palm Beach Shores",342,50,"USA","Florida","Palm Beach","Palm Beach Shores","2"
"50Palm Springs",358,50,"USA","Florida","Palm Beach","Palm Springs","296"
"50Rainbow Homes",1498,50,"USA","Florida","Palm Beach","Rainbow Homes","0"
"50Rainbow Lakes",1039,50,"USA","Florida","Palm Beach","Rainbow Lakes","0"
"50Riviera Beach",341,50,"USA","Florida","Palm Beach","Riviera Beach","534"
"50Royal Palm Beach",66,50,"USA","Florida","Palm Beach","Royal Palm Beach","1068"
"50Sandalfoot Cove",874,50,"USA","Florida","Palm Beach","Sandalfoot Cove","0"
"50Singer Island",685,50,"USA","Florida","Palm Beach","Singer Island","31"
"50South Bay",370,50,"USA","Florida","Palm Beach","South Bay","461"
"50South Palm Beach",366,50,"USA","Florida","Palm Beach","South Palm Beach","4"
"50Sun Valley",1046,50,"USA","Florida","Palm Beach","Sun Valley","0"
"50Tequesta",324,50,"USA","Florida","Palm Beach","Tequesta","88"
"50Villages Of Oriole",869,50,"USA","Florida","Palm Beach","Villages Of Oriole","0"
"50Wellington",355,50,"USA","Florida","Palm Beach","Wellington","1003"
"50West Delray Beach",686,50,"USA","Florida","Palm Beach","West Delray Beach","5"
"50West Palm Beach",346,50,"USA","Florida","Palm Beach","West Palm Beach","9476"
"50Whisper Walk",865,50,"USA","Florida","Palm Beach","Whisper Walk","0"
"51Alderman",1499,51,"USA","Florida","Pasco","Alderman","0"
"51Aripeka",822,51,"USA","Florida","Pasco","Aripeka","0"
"51Bayonet Point",138,51,"USA","Florida","Pasco","Bayonet Point","10"
"51Beacon Square",831,51,"USA","Florida","Pasco","Beacon Square","0"
"51Blanton",814,51,"USA","Florida","Pasco","Blanton","0"
"51Crystal Springs",491,51,"USA","Florida","Pasco","Crystal Springs","5"
"51Dade City",127,51,"USA","Florida","Pasco","Dade City","616"
"51Drexel",827,51,"USA","Florida","Pasco","Drexel","0"
"51Elfers",492,51,"USA","Florida","Pasco","Elfers","3"
"51Holiday",157,51,"USA","Florida","Pasco","Holiday","486"
"51Hudson",135,51,"USA","Florida","Pasco","Hudson","604"
"51Jasmine Estates",829,51,"USA","Florida","Pasco","Jasmine Estates","0"
"51Lacoochee",485,51,"USA","Florida","Pasco","Lacoochee","5"
"51Land O Lakes",494,51,"USA","Florida","Pasco","Land O Lakes","1013"
"51Lumberton",826,51,"USA","Florida","Pasco","Lumberton","0"
"51Lutz",687,51,"USA","","Pasco","Lutz","8"
"51New Port Richey",150,51,"USA","Florida","Pasco","New Port Richey","1627"
"51Odessa",149,51,"USA","Florida","Pasco","Odessa","22"
